,CellIndex,FOVId,CellId,Draft mitotic state resolved,Draft mitotic state coarse,Draft M6/M7 complete,Expert mitotic state resolved,Expert mitotic state coarse
574,5,301,239473,M0,Non-mitotic,True,,
575,7,301,239475,M0,Non-mitotic,True,,
576,8,301,239476,M0,Non-mitotic,True,,
577,11,301,239479,M0,Non-mitotic,True,,
578,13,301,239481,M0,Non-mitotic,True,,
579,14,301,239482,M0,Non-mitotic,True,,
580,21,301,239489,M0,Non-mitotic,True,,
581,27,301,239495,M0,Non-mitotic,True,,
582,41,301,239509,M0,Non-mitotic,True,,
583,47,301,239515,M4/M5,Mitotic,True,,
584,15,302,239531,M0,Non-mitotic,True,,
585,16,302,239532,M0,Non-mitotic,True,,
586,13,308,239755,M0,Non-mitotic,True,,
587,19,308,239761,M0,Non-mitotic,True,,
588,24,308,239766,M0,Non-mitotic,True,,
589,32,308,239774,M0,Non-mitotic,True,,
590,22,309,239802,M0,Non-mitotic,True,,
591,24,309,239804,M0,Non-mitotic,True,,
592,26,309,239806,M0,Non-mitotic,True,,
593,39,309,239819,M0,Non-mitotic,True,,
594,1,312,239891,M4/M5,Mitotic,True,,
595,4,312,239894,M0,Non-mitotic,True,,
596,10,312,239900,M0,Non-mitotic,True,,
597,13,312,239903,M0,Non-mitotic,True,,
598,22,312,239912,M0,Non-mitotic,True,,
599,18,314,239971,M0,Non-mitotic,True,,
600,20,314,239973,M0,Non-mitotic,True,,
601,22,314,239975,M0,Non-mitotic,True,,
602,26,314,239979,M0,Non-mitotic,True,,
603,29,314,239982,M0,Non-mitotic,True,,
604,33,314,239986,M0,Non-mitotic,True,,
605,12,319,240176,M0,Non-mitotic,True,,
606,17,319,240181,M0,Non-mitotic,True,,
607,18,319,240182,M0,Non-mitotic,True,,
608,19,319,240183,M0,Non-mitotic,True,,
609,21,319,240185,M0,Non-mitotic,True,,
610,23,320,240222,M0,Non-mitotic,True,,
611,24,320,240223,M0,Non-mitotic,True,,
612,4,321,240241,M0,Non-mitotic,True,,
613,9,321,240246,M0,Non-mitotic,True,,
614,18,321,240255,M0,Non-mitotic,True,,
615,21,321,240258,M0,Non-mitotic,True,,
616,23,321,240260,M0,Non-mitotic,True,,
617,26,321,240263,M0,Non-mitotic,True,,
618,1,322,240280,M0,Non-mitotic,True,,
619,1,324,240314,M0,Non-mitotic,True,,
620,4,324,240317,M0,Non-mitotic,True,,
621,22,324,240335,M0,Non-mitotic,True,,
622,3,327,240352,M0,Non-mitotic,True,,
623,5,327,240354,M0,Non-mitotic,True,,
624,13,327,240362,M0,Non-mitotic,True,,
625,17,327,240366,M0,Non-mitotic,True,,
626,18,327,240367,M0,Non-mitotic,True,,
627,27,327,240376,M0,Non-mitotic,True,,
628,28,327,240377,M0,Non-mitotic,True,,
629,8,329,240422,M0,Non-mitotic,True,,
630,18,333,240546,M0,Non-mitotic,True,,
631,30,333,240558,M0,Non-mitotic,True,,
632,12,334,240579,M0,Non-mitotic,True,,
633,26,334,240593,M0,Non-mitotic,True,,
634,30,334,240597,M0,Non-mitotic,True,,
635,39,334,240606,M0,Non-mitotic,True,,
636,4,341,240785,M0,Non-mitotic,True,,
637,8,341,240789,M0,Non-mitotic,True,,
638,19,341,240800,M0,Non-mitotic,True,,
639,21,341,240802,M0,Non-mitotic,True,,
640,27,341,240808,M0,Non-mitotic,True,,
641,33,341,240814,M0,Non-mitotic,True,,
642,12,342,240831,M0,Non-mitotic,True,,
643,31,342,240850,M0,Non-mitotic,True,,
644,11,344,240898,M0,Non-mitotic,True,,
645,13,344,240900,M0,Non-mitotic,True,,
646,39,344,240926,M0,Non-mitotic,True,,
647,1,348,240995,M4/M5,Mitotic,True,,
648,5,348,240999,M0,Non-mitotic,True,,
649,6,348,241000,M0,Non-mitotic,True,,
650,19,348,241013,M0,Non-mitotic,True,,
651,20,348,241014,M0,Non-mitotic,True,,
652,9,350,241094,M0,Non-mitotic,True,,
653,17,350,241102,M0,Non-mitotic,True,,
654,19,350,241104,M0,Non-mitotic,True,,
655,26,350,241111,M0,Non-mitotic,True,,
656,28,350,241113,M0,Non-mitotic,True,,
657,30,350,241115,M0,Non-mitotic,True,,
658,31,350,241116,M0,Non-mitotic,True,,
659,43,350,241128,M4/M5,Mitotic,True,,
660,2,351,241131,M0,Non-mitotic,True,,
661,7,351,241136,M0,Non-mitotic,True,,
662,8,351,241137,M0,Non-mitotic,True,,
663,16,351,241145,M0,Non-mitotic,True,,
664,20,351,241149,M0,Non-mitotic,True,,
665,21,351,241150,M0,Non-mitotic,True,,
666,33,351,241162,M0,Non-mitotic,True,,
667,4,353,241197,M0,Non-mitotic,True,,
668,5,353,241198,M0,Non-mitotic,True,,
669,20,353,241213,M0,Non-mitotic,True,,
670,21,353,241214,M0,Non-mitotic,True,,
671,7,354,241235,M0,Non-mitotic,True,,
672,8,354,241236,M0,Non-mitotic,True,,
673,12,354,241240,M0,Non-mitotic,True,,
674,25,354,241253,M0,Non-mitotic,True,,
675,4,357,241332,M0,Non-mitotic,True,,
676,7,357,241335,M0,Non-mitotic,True,,
677,8,357,241336,M0,Non-mitotic,True,,
678,19,357,241347,M0,Non-mitotic,True,,
679,23,357,241351,M0,Non-mitotic,True,,
680,26,357,241354,M0,Non-mitotic,True,,
681,7,365,241515,M0,Non-mitotic,True,,
682,8,365,241516,M0,Non-mitotic,True,,
683,26,365,241534,M0,Non-mitotic,True,,
684,33,365,241541,M0,Non-mitotic,True,,
685,34,365,241542,M0,Non-mitotic,True,,
686,5,369,241664,M0,Non-mitotic,True,,
687,13,369,241672,M0,Non-mitotic,True,,
688,18,369,241677,M0,Non-mitotic,True,,
689,22,369,241681,M0,Non-mitotic,True,,
690,4,370,241702,M0,Non-mitotic,True,,
691,7,370,241705,M0,Non-mitotic,True,,
692,15,370,241713,M0,Non-mitotic,True,,
693,19,370,241717,M0,Non-mitotic,True,,
694,21,370,241719,M0,Non-mitotic,True,,
695,10,372,241768,M0,Non-mitotic,True,,
696,30,372,241788,M0,Non-mitotic,True,,
697,32,372,241790,M0,Non-mitotic,True,,
698,42,372,241800,M0,Non-mitotic,True,,
699,7,377,241932,M0,Non-mitotic,True,,
700,6,378,241950,M0,Non-mitotic,True,,
701,16,378,241960,M0,Non-mitotic,True,,
702,25,378,241969,M0,Non-mitotic,True,,
703,35,378,241979,M0,Non-mitotic,True,,
704,39,378,241983,M0,Non-mitotic,True,,
705,6,379,242001,M0,Non-mitotic,True,,
706,7,379,242002,M4/M5,Mitotic,True,,
707,8,379,242003,M0,Non-mitotic,True,,
708,13,379,242008,M0,Non-mitotic,True,,
709,15,379,242010,M0,Non-mitotic,True,,
710,21,379,242016,M0,Non-mitotic,True,,
711,28,379,242023,M0,Non-mitotic,True,,
712,31,379,242026,M0,Non-mitotic,True,,
713,3,380,242042,M0,Non-mitotic,True,,
714,6,380,242045,M0,Non-mitotic,True,,
715,11,380,242050,M0,Non-mitotic,True,,
716,15,380,242054,M0,Non-mitotic,True,,
717,18,380,242057,M0,Non-mitotic,True,,
718,22,380,242061,M0,Non-mitotic,True,,
719,7,382,242116,M0,Non-mitotic,True,,
720,11,382,242120,M0,Non-mitotic,True,,
721,17,382,242126,M0,Non-mitotic,True,,
722,24,382,242133,M0,Non-mitotic,True,,
723,30,382,242139,M0,Non-mitotic,True,,
724,39,382,242148,M0,Non-mitotic,True,,
725,4,387,242279,M0,Non-mitotic,True,,
726,14,387,242289,M0,Non-mitotic,True,,
727,38,387,242313,M0,Non-mitotic,True,,
728,44,387,242319,M0,Non-mitotic,True,,
729,8,390,242392,M0,Non-mitotic,True,,
730,9,390,242393,M0,Non-mitotic,True,,
731,12,390,242396,M0,Non-mitotic,True,,
732,13,390,242397,M0,Non-mitotic,True,,
733,15,390,242399,M0,Non-mitotic,True,,
734,19,390,242403,M0,Non-mitotic,True,,
735,20,390,242404,M3,Mitotic,True,,
736,24,390,242408,M0,Non-mitotic,True,,
737,28,390,242412,M0,Non-mitotic,True,,
738,40,390,242424,M0,Non-mitotic,True,,
739,11,395,242540,M0,Non-mitotic,True,,
740,14,395,242543,M0,Non-mitotic,True,,
741,15,395,242544,M0,Non-mitotic,True,,
742,25,395,242554,M0,Non-mitotic,True,,
743,26,395,242555,M3,Mitotic,True,,
744,31,395,242560,M0,Non-mitotic,True,,
745,9,396,242588,M0,Non-mitotic,True,,
746,14,396,242593,M0,Non-mitotic,True,,
747,24,396,242603,M0,Non-mitotic,True,,
748,26,396,242605,M0,Non-mitotic,True,,
749,32,396,242611,M0,Non-mitotic,True,,
750,35,396,242614,M0,Non-mitotic,True,,
751,37,396,242616,M0,Non-mitotic,True,,
752,8,398,242659,M0,Non-mitotic,True,,
753,14,398,242665,M0,Non-mitotic,True,,
754,15,398,242666,M0,Non-mitotic,True,,
755,19,398,242670,M0,Non-mitotic,True,,
756,24,398,242675,M0,Non-mitotic,True,,
757,27,398,242678,M0,Non-mitotic,True,,
758,28,398,242679,M0,Non-mitotic,True,,
759,8,400,242702,M0,Non-mitotic,True,,
760,13,400,242707,M0,Non-mitotic,True,,
761,15,400,242709,M0,Non-mitotic,True,,
762,30,400,242724,M0,Non-mitotic,True,,
763,31,400,242725,M0,Non-mitotic,True,,
764,38,400,242732,M0,Non-mitotic,True,,
765,6,401,242740,M0,Non-mitotic,True,,
766,8,401,242742,M0,Non-mitotic,True,,
767,17,401,242751,M0,Non-mitotic,True,,
768,19,401,242753,M0,Non-mitotic,True,,
769,18,402,242783,M0,Non-mitotic,True,,
770,16,403,242811,M0,Non-mitotic,True,,
771,20,403,242815,M0,Non-mitotic,True,,
772,22,403,242817,M1/M2,Mitotic,True,,
773,44,403,242839,M0,Non-mitotic,True,,
774,5,404,242848,M0,Non-mitotic,True,,
775,11,404,242854,M6/M7,Mitotic,True,,
776,12,404,242855,M0,Non-mitotic,True,,
777,16,406,242919,M0,Non-mitotic,True,,
778,20,406,242923,M0,Non-mitotic,True,,
779,23,406,242926,M0,Non-mitotic,True,,
780,4,409,243055,M0,Non-mitotic,True,,
781,7,409,243058,M0,Non-mitotic,True,,
782,9,409,243060,M0,Non-mitotic,True,,
783,11,410,243094,M0,Non-mitotic,True,,
784,29,410,243112,M0,Non-mitotic,True,,
785,8,411,243128,M0,Non-mitotic,True,,
786,23,411,243143,M0,Non-mitotic,True,,
787,24,411,243144,M0,Non-mitotic,True,,
788,25,411,243145,M0,Non-mitotic,True,,
789,35,411,243155,M0,Non-mitotic,True,,
790,1,412,243161,M4/M5,Mitotic,True,,
791,31,412,243191,M4/M5,Mitotic,True,,
792,32,412,243192,M3,Mitotic,True,,
793,1,413,243195,M1/M2,Mitotic,True,,
794,9,413,243203,M0,Non-mitotic,True,,
795,13,413,243207,M0,Non-mitotic,True,,
796,24,413,243218,M0,Non-mitotic,True,,
797,28,413,243222,M0,Non-mitotic,True,,
798,8,414,243250,M0,Non-mitotic,True,,
799,7,415,243280,M0,Non-mitotic,True,,
800,11,415,243284,M0,Non-mitotic,True,,
801,28,415,243301,M0,Non-mitotic,True,,
802,34,415,243307,M0,Non-mitotic,True,,
803,43,415,243316,M0,Non-mitotic,True,,
804,2,416,243320,M4/M5,Mitotic,True,,
805,6,416,243324,M0,Non-mitotic,True,,
806,16,416,243334,M0,Non-mitotic,True,,
807,15,419,243399,M0,Non-mitotic,True,,
808,16,419,243400,M0,Non-mitotic,True,,
809,17,419,243401,M0,Non-mitotic,True,,
810,22,419,243406,M0,Non-mitotic,True,,
811,35,419,243419,M0,Non-mitotic,True,,
812,41,419,243425,M0,Non-mitotic,True,,
813,46,419,243430,M4/M5,Mitotic,True,,
814,6,420,243443,M0,Non-mitotic,True,,
815,9,420,243446,M0,Non-mitotic,True,,
816,18,420,243455,M4/M5,Mitotic,True,,
817,28,420,243465,M0,Non-mitotic,True,,
818,29,420,243466,M0,Non-mitotic,True,,
819,24,423,243518,M0,Non-mitotic,True,,
820,29,423,243523,M0,Non-mitotic,True,,
821,1,424,243535,M6/M7,Mitotic,True,,
822,9,424,243543,M0,Non-mitotic,True,,
823,19,424,243553,M0,Non-mitotic,True,,
824,5,425,243572,M0,Non-mitotic,True,,
825,16,425,243583,M0,Non-mitotic,True,,
826,6,426,243595,M0,Non-mitotic,True,,
827,9,426,243598,M0,Non-mitotic,True,,
828,24,426,243613,M0,Non-mitotic,True,,
829,37,426,243626,M0,Non-mitotic,True,,
830,39,426,243628,M0,Non-mitotic,True,,
831,12,429,243643,M0,Non-mitotic,True,,
832,17,429,243648,M0,Non-mitotic,True,,
833,18,429,243649,M0,Non-mitotic,True,,
834,19,429,243650,M0,Non-mitotic,True,,
835,1,430,243665,M1/M2,Mitotic,True,,
836,19,430,243683,M0,Non-mitotic,True,,
837,22,430,243686,M0,Non-mitotic,True,,
838,32,430,243696,M0,Non-mitotic,True,,
839,13,432,243715,M0,Non-mitotic,True,,
840,2,435,243815,M0,Non-mitotic,True,,
841,9,435,243822,M0,Non-mitotic,True,,
842,5,436,243844,M0,Non-mitotic,True,,
843,17,436,243856,M0,Non-mitotic,True,,
844,42,436,243881,M0,Non-mitotic,True,,
845,47,436,243886,M0,Non-mitotic,True,,
846,8,438,243900,M0,Non-mitotic,True,,
847,10,438,243902,M0,Non-mitotic,True,,
848,17,438,243909,M0,Non-mitotic,True,,
849,18,438,243910,M0,Non-mitotic,True,,
850,20,438,243912,M0,Non-mitotic,True,,
851,22,438,243914,M0,Non-mitotic,True,,
852,26,438,243918,M0,Non-mitotic,True,,
853,2,440,243963,M4/M5,Mitotic,True,,
854,10,440,243971,M0,Non-mitotic,True,,
855,8,442,244050,M4/M5,Mitotic,True,,
856,15,442,244057,M0,Non-mitotic,True,,
857,18,442,244060,M0,Non-mitotic,True,,
858,19,442,244061,M0,Non-mitotic,True,,
859,20,442,244062,M0,Non-mitotic,True,,
860,33,442,244075,M0,Non-mitotic,True,,
861,39,442,244081,M0,Non-mitotic,True,,
862,11,447,244127,M0,Non-mitotic,True,,
863,19,447,244135,M0,Non-mitotic,True,,
864,25,447,244141,M0,Non-mitotic,True,,
865,28,447,244144,M0,Non-mitotic,True,,
866,32,447,244148,M0,Non-mitotic,True,,
867,33,447,244149,M0,Non-mitotic,True,,
868,37,447,244153,M0,Non-mitotic,True,,
869,15,449,244200,M0,Non-mitotic,True,,
870,21,449,244206,M0,Non-mitotic,True,,
871,40,449,244225,M0,Non-mitotic,True,,
872,42,449,244227,M0,Non-mitotic,True,,
873,15,450,244252,M0,Non-mitotic,True,,
874,17,450,244254,M0,Non-mitotic,True,,
875,23,450,244260,M0,Non-mitotic,True,,
876,12,452,244280,M0,Non-mitotic,True,,
877,22,453,244318,M0,Non-mitotic,True,,
878,24,453,244320,M0,Non-mitotic,True,,
879,33,453,244329,M0,Non-mitotic,True,,
880,2,454,244351,M0,Non-mitotic,True,,
881,2,455,244375,M0,Non-mitotic,True,,
882,4,455,244377,M0,Non-mitotic,True,,
883,14,455,244387,M0,Non-mitotic,True,,
884,23,455,244396,M6/M7,Mitotic,False,,
885,37,455,244410,M0,Non-mitotic,True,,
886,38,455,244411,M0,Non-mitotic,True,,
887,42,455,244415,M0,Non-mitotic,True,,
888,47,455,244420,M0,Non-mitotic,True,,
889,4,456,244426,M1/M2,Mitotic,True,,
890,28,456,244450,M0,Non-mitotic,True,,
891,8,458,244504,M0,Non-mitotic,True,,
892,13,458,244509,M0,Non-mitotic,True,,
893,16,458,244512,M4/M5,Mitotic,True,,
894,20,458,244516,M0,Non-mitotic,True,,
895,4,460,244558,M6/M7,Mitotic,True,,
896,22,461,244599,M0,Non-mitotic,True,,
897,12,463,244662,M0,Non-mitotic,True,,
898,46,463,244696,M0,Non-mitotic,True,,
899,48,463,244698,M0,Non-mitotic,True,,
900,7,464,244708,M0,Non-mitotic,True,,
901,16,464,244717,M0,Non-mitotic,True,,
902,23,464,244724,M0,Non-mitotic,True,,
903,25,464,244726,M0,Non-mitotic,True,,
904,27,464,244728,M0,Non-mitotic,True,,
905,4,467,244739,M0,Non-mitotic,True,,
906,9,467,244744,M0,Non-mitotic,True,,
907,10,467,244745,M0,Non-mitotic,True,,
908,19,467,244754,M0,Non-mitotic,True,,
909,25,467,244760,M0,Non-mitotic,True,,
910,38,467,244773,M0,Non-mitotic,True,,
911,39,467,244774,M0,Non-mitotic,True,,
912,11,468,244791,M0,Non-mitotic,True,,
913,1,469,244807,M4/M5,Mitotic,True,,
914,18,470,244868,M0,Non-mitotic,True,,
915,17,474,244977,M0,Non-mitotic,True,,
916,18,474,244978,M0,Non-mitotic,True,,
917,13,475,245025,M0,Non-mitotic,True,,
918,15,475,245027,M0,Non-mitotic,True,,
919,16,475,245028,M0,Non-mitotic,True,,
920,20,475,245032,M0,Non-mitotic,True,,
921,22,475,245034,M0,Non-mitotic,True,,
922,4,476,245061,M0,Non-mitotic,True,,
923,15,477,245120,M0,Non-mitotic,True,,
924,19,477,245124,M0,Non-mitotic,True,,
925,33,477,245138,M0,Non-mitotic,True,,
926,2,479,245210,M0,Non-mitotic,True,,
927,5,479,245213,M0,Non-mitotic,True,,
928,6,479,245214,M0,Non-mitotic,True,,
929,10,479,245218,M0,Non-mitotic,True,,
930,12,479,245220,M0,Non-mitotic,True,,
931,16,479,245224,M0,Non-mitotic,True,,
932,11,482,245353,M0,Non-mitotic,True,,
933,11,483,245411,M0,Non-mitotic,True,,
934,15,483,245415,M0,Non-mitotic,True,,
935,17,483,245417,M0,Non-mitotic,True,,
936,18,483,245418,M0,Non-mitotic,True,,
937,25,483,245425,M0,Non-mitotic,True,,
938,32,483,245432,M0,Non-mitotic,True,,
939,10,484,245449,M0,Non-mitotic,True,,
940,1,488,245552,M6/M7,Mitotic,False,,
941,12,488,245563,M0,Non-mitotic,True,,
942,14,488,245565,M0,Non-mitotic,True,,
943,15,488,245566,M0,Non-mitotic,True,,
944,11,495,245756,M0,Non-mitotic,True,,
945,24,495,245769,M0,Non-mitotic,True,,
946,32,496,245823,M0,Non-mitotic,True,,
947,33,496,245824,M0,Non-mitotic,True,,
948,30,499,245960,M0,Non-mitotic,True,,
949,33,499,245963,M0,Non-mitotic,True,,
950,4,503,246112,M0,Non-mitotic,True,,
951,13,503,246121,M0,Non-mitotic,True,,
952,21,503,246129,M0,Non-mitotic,True,,
953,14,507,246248,M0,Non-mitotic,True,,
954,15,507,246249,M0,Non-mitotic,True,,
955,18,507,246252,M0,Non-mitotic,True,,
956,28,507,246262,M0,Non-mitotic,True,,
957,29,507,246263,M0,Non-mitotic,True,,
958,14,511,246393,M0,Non-mitotic,True,,
959,35,511,246414,M0,Non-mitotic,True,,
960,37,511,246416,M6/M7,Mitotic,False,,
961,6,513,246470,M0,Non-mitotic,True,,
962,3,515,246508,M0,Non-mitotic,True,,
963,9,515,246514,M0,Non-mitotic,True,,
964,12,515,246517,M0,Non-mitotic,True,,
965,23,515,246528,M0,Non-mitotic,True,,
966,24,515,246529,M0,Non-mitotic,True,,
967,3,518,246653,M0,Non-mitotic,True,,
968,12,518,246662,M0,Non-mitotic,True,,
969,27,519,246716,M0,Non-mitotic,True,,
970,35,519,246724,M0,Non-mitotic,True,,
971,41,519,246730,M0,Non-mitotic,True,,
972,52,519,246741,M0,Non-mitotic,True,,
973,39,520,246787,M0,Non-mitotic,True,,
974,7,522,246797,M0,Non-mitotic,True,,
975,20,522,246810,M0,Non-mitotic,True,,
976,21,522,246811,M0,Non-mitotic,True,,
977,2,524,246872,M4/M5,Mitotic,True,,
978,14,524,246884,M0,Non-mitotic,True,,
979,52,525,246946,M0,Non-mitotic,True,,
980,4,526,246954,M0,Non-mitotic,True,,
981,5,526,246955,M0,Non-mitotic,True,,
982,12,526,246962,M0,Non-mitotic,True,,
983,26,526,246976,M6/M7,Mitotic,False,,
984,10,528,247026,M0,Non-mitotic,True,,
985,11,528,247027,M0,Non-mitotic,True,,
986,13,528,247029,M0,Non-mitotic,True,,
987,15,528,247031,M0,Non-mitotic,True,,
988,16,528,247032,M0,Non-mitotic,True,,
989,10,529,247057,M0,Non-mitotic,True,,
990,22,529,247069,M0,Non-mitotic,True,,
991,2,531,247143,M4/M5,Mitotic,True,,
992,3,531,247144,M4/M5,Mitotic,True,,
993,5,531,247146,M0,Non-mitotic,True,,
994,18,531,247159,M0,Non-mitotic,True,,
995,13,534,247236,M0,Non-mitotic,True,,
996,18,534,247241,M0,Non-mitotic,True,,
997,47,534,247270,M6/M7,Mitotic,False,,
998,19,535,247293,M0,Non-mitotic,True,,
999,2,536,247312,M4/M5,Mitotic,True,,
1000,9,536,247319,M0,Non-mitotic,True,,
1001,26,536,247336,M0,Non-mitotic,True,,
1002,26,538,247367,M0,Non-mitotic,True,,
1003,10,541,247420,M0,Non-mitotic,True,,
1004,13,541,247423,M0,Non-mitotic,True,,
1005,22,541,247432,M6/M7,Mitotic,False,,
1006,23,541,247433,M0,Non-mitotic,True,,
1007,24,541,247434,M0,Non-mitotic,True,,
1008,27,541,247437,M0,Non-mitotic,True,,
1009,7,543,247501,M0,Non-mitotic,True,,
1010,12,543,247506,M0,Non-mitotic,True,,
1011,13,543,247507,M0,Non-mitotic,True,,
1012,22,543,247516,M0,Non-mitotic,True,,
1013,25,543,247519,M0,Non-mitotic,True,,
1014,34,543,247528,M0,Non-mitotic,True,,
1015,7,544,247548,M0,Non-mitotic,True,,
1016,17,547,247681,M0,Non-mitotic,True,,
1017,16,556,247806,M0,Non-mitotic,True,,
1018,10,558,247841,M0,Non-mitotic,True,,
1019,21,558,247852,M0,Non-mitotic,True,,
1020,30,558,247861,M0,Non-mitotic,True,,
1021,24,562,247895,M0,Non-mitotic,True,,
1022,28,562,247899,M0,Non-mitotic,True,,
1023,1,570,248045,M0,Non-mitotic,True,,
1024,2,570,248046,M0,Non-mitotic,True,,
1025,4,570,248048,M0,Non-mitotic,True,,
1026,24,570,248068,M0,Non-mitotic,True,,
1027,41,570,248085,M0,Non-mitotic,True,,
1028,13,571,248101,M0,Non-mitotic,True,,
1029,16,571,248104,M0,Non-mitotic,True,,
1030,23,571,248111,M0,Non-mitotic,True,,
1031,13,572,248136,M0,Non-mitotic,True,,
1032,19,576,248235,M0,Non-mitotic,True,,
1033,20,576,248236,M0,Non-mitotic,True,,
1034,23,576,248239,M0,Non-mitotic,True,,
1035,29,576,248245,M0,Non-mitotic,True,,
1036,7,585,248373,M0,Non-mitotic,True,,
1037,8,585,248374,M0,Non-mitotic,True,,
1038,9,585,248375,M0,Non-mitotic,True,,
1039,10,585,248376,M0,Non-mitotic,True,,
1040,15,587,248413,M0,Non-mitotic,True,,
1041,1,588,248447,M4/M5,Mitotic,True,,
1042,5,588,248451,M0,Non-mitotic,True,,
1043,9,588,248455,M0,Non-mitotic,True,,
1044,11,588,248457,M0,Non-mitotic,True,,
1045,20,588,248466,M0,Non-mitotic,True,,
1046,24,588,248470,M0,Non-mitotic,True,,
1047,25,588,248471,M0,Non-mitotic,True,,
1048,8,594,248602,M0,Non-mitotic,True,,
1049,5,596,248680,M0,Non-mitotic,True,,
1050,14,596,248689,M0,Non-mitotic,True,,
1051,20,596,248695,M0,Non-mitotic,True,,
1052,21,596,248696,M0,Non-mitotic,True,,
1053,3,597,248721,M0,Non-mitotic,True,,
1054,11,597,248729,M0,Non-mitotic,True,,
1055,12,597,248730,M0,Non-mitotic,True,,
1056,19,597,248737,M0,Non-mitotic,True,,
1057,20,597,248738,M0,Non-mitotic,True,,
1058,4,598,248752,M0,Non-mitotic,True,,
1059,11,598,248759,M0,Non-mitotic,True,,
1060,19,598,248767,M0,Non-mitotic,True,,
1061,22,598,248770,M0,Non-mitotic,True,,
1062,3,600,248788,M0,Non-mitotic,True,,
1063,18,600,248803,M0,Non-mitotic,True,,
1064,3,601,248832,M0,Non-mitotic,True,,
1065,19,601,248848,M0,Non-mitotic,True,,
1066,20,601,248849,M0,Non-mitotic,True,,
1067,22,601,248851,M0,Non-mitotic,True,,
1068,5,602,248863,M0,Non-mitotic,True,,
1069,25,602,248883,M0,Non-mitotic,True,,
1070,36,602,248894,M0,Non-mitotic,True,,
1071,1,604,248899,M4/M5,Mitotic,True,,
1072,4,604,248902,M0,Non-mitotic,True,,
1073,5,604,248903,M0,Non-mitotic,True,,
1074,10,604,248908,M0,Non-mitotic,True,,
1075,13,604,248911,M0,Non-mitotic,True,,
1076,23,604,248921,M0,Non-mitotic,True,,
1077,1,606,248989,M1/M2,Mitotic,True,,
1078,6,606,248994,M0,Non-mitotic,True,,
1079,10,606,248998,M0,Non-mitotic,True,,
1080,17,606,249005,M0,Non-mitotic,True,,
1081,19,606,249007,M0,Non-mitotic,True,,
1082,28,606,249016,M0,Non-mitotic,True,,
1083,8,607,249043,M0,Non-mitotic,True,,
1084,9,607,249044,M0,Non-mitotic,True,,
1085,11,607,249046,M0,Non-mitotic,True,,
1086,20,607,249055,M0,Non-mitotic,True,,
1087,11,611,249235,M0,Non-mitotic,True,,
1088,13,611,249237,M0,Non-mitotic,True,,
1089,21,611,249245,M0,Non-mitotic,True,,
1090,23,611,249247,M0,Non-mitotic,True,,
1091,6,614,249302,M0,Non-mitotic,True,,
1092,8,614,249304,M0,Non-mitotic,True,,
1093,10,614,249306,M0,Non-mitotic,True,,
1094,11,614,249307,M0,Non-mitotic,True,,
1095,14,614,249310,M0,Non-mitotic,True,,
1096,7,617,249337,M0,Non-mitotic,True,,
1097,2,629,249517,M0,Non-mitotic,True,,
1098,4,629,249519,M0,Non-mitotic,True,,
1099,14,629,249529,M0,Non-mitotic,True,,
1100,12,641,249717,M0,Non-mitotic,True,,
1101,15,641,249720,M0,Non-mitotic,True,,
1102,22,641,249727,M0,Non-mitotic,True,,
1103,31,641,249736,M0,Non-mitotic,True,,
1104,6,645,249804,M0,Non-mitotic,True,,
1105,15,645,249813,M3,Mitotic,True,,
1106,17,645,249815,M0,Non-mitotic,True,,
1107,34,648,249855,M6/M7,Mitotic,True,,
1108,5,651,249907,M0,Non-mitotic,True,,
1109,10,651,249912,M0,Non-mitotic,True,,
1110,17,651,249919,M0,Non-mitotic,True,,
1111,9,654,249974,M0,Non-mitotic,True,,
1112,15,654,249980,M0,Non-mitotic,True,,
1113,21,656,250002,M0,Non-mitotic,True,,
1114,31,656,250012,M0,Non-mitotic,True,,
1115,33,656,250014,M0,Non-mitotic,True,,
1116,17,657,250050,M0,Non-mitotic,True,,
1117,8,660,250102,M0,Non-mitotic,True,,
1118,14,665,250222,M0,Non-mitotic,True,,
1119,22,665,250230,M0,Non-mitotic,True,,
1120,28,665,250236,M0,Non-mitotic,True,,
1121,31,665,250239,M0,Non-mitotic,True,,
1122,10,668,250307,M0,Non-mitotic,True,,
1123,14,668,250311,M0,Non-mitotic,True,,
1124,21,668,250318,M0,Non-mitotic,True,,
1125,10,670,250334,M0,Non-mitotic,True,,
1126,18,670,250342,M0,Non-mitotic,True,,
1127,19,670,250343,M0,Non-mitotic,True,,
1128,7,672,250369,M0,Non-mitotic,True,,
1129,16,672,250378,M0,Non-mitotic,True,,
1130,21,674,250438,M0,Non-mitotic,True,,
1131,22,674,250439,M4/M5,Mitotic,True,,
1132,5,676,250494,M0,Non-mitotic,True,,
1133,10,676,250499,M0,Non-mitotic,True,,
